  8078	Having achieved in a few years what most would not achieve in a lifetime , Mr. Shuttleworth , 28 , said he did not want to try to re-create the intensity of his experiences in space or in business , despite having the personal wealth to try almost anything .	achieve most in	a QUANT_S_1 years	a lifetime	1	1			
  8079	In such a transaction , investors often try to profit by an arbitrage strategy of buying the stock of the target company and selling short the stock of the acquirer .	try often to profit by	investors	an arbitrage strategy of selling short the stock of the acquirer	1	1			
  8080	`` It is a fundamental fact that the United States and Chinese interests will sometimes be in harmony and will sometimes be in conflict , '' Mr. Perry said .	be in	Chinese interests	conflict	1	1			
  8081	In a rising market , short-sellers rushing to cover their positions could thus exert more upward pressure .	rushing to cover their positions In	short-sellers	a rising market	1	1			
  8082	Most wood floors can be covered with underlayment consisting of quarter-inch-thick plywood or hardboard -LRB- paneling made from processed wood particles -RRB- .	be consisting of	underlayment	quarter-inch-thick plywood	1	1			
  8083	Proctor was drafted by the Mets out of high school but opted to go to Florida State before being drafted by the Los Angeles Dodgers .	was drafted by	Proctor	the Mets	1	1			
  8084	Across the room , Antonio Davis , the veteran center who led the team with 21 points and 12 rebounds today , delivered a similar message in stern , almost whispered tones . ''	delivered a similar message in stern Across	Antonio Davis	the room	1	1			
  8085	BASEBALL REBATES Time Warner and Cablevision have shown some responsibility in handling rebates for unplayed Mets and Yankees games on the MSG Network and SportsChannel .	have shown	REBATES Time Warner	QUANT_O_1 responsibility in handling rebates for Yankees games on the MSG Network and SportsChannel	1	1			
  8086	`` Airdrops are fine when you have masses of space as in Ethiopia or Somalia but that is not the case in Bosnia , '' the British Defense Ministry official said .	are	Airdrops	fine	1	1			
  8087	The cast , headed by Daria Deflorian , Rocco Sisto , Cristina Spina , Vito Di Bella , Jim Iorio , George de la Peña , Lorenzo Iacona and Felix Blaska , are confident in all their tasks , from acting to speaking in Italian to singing to dancing .	are confident in	The cast headed by Felix Blaska	QUANT_O_1 their tasks	1	1			
  8088	Mr. Depp plays George Jung , a real-life drug dealer whose life is presented as a brightly colored , fizzy tale of entrepreneurship and hedonism .	has	a real-life drug dealer	life	1	1			
  8089	Ms. Wilson was a graduate of Barnard College Class of ' 49 .	is	Wilson	female	1	1			
  8090	They 'd watched her saddle him with a summons , a summons that would cost his hardworking mother -- a teacher , was n't she ?	cost	a summons	his hardworking mother	1	1			
  8091	Another member of Bloomberg on C who might attend the news conference , according to Ms. Fulani 's office , is Abdur Rahman Farrakhan , chief executive of the Ocean Hill-Brownsville Tenants Association .	has	Ms. Fulani	office	1	1			
  8092	In the novel he also traces the evolution of language and place names , as Dubl Linn became Dyflin and , finally , Dublin .	became	Dubl Linn	finally Dublin	1	1			
  8093	Peter Grippe 's '' Bicycle Rider '' -LRB- 1945 -RRB- is a succession of revolving wheels ridden by a Picasso-like figure , while Hananiah Harari 's '' Divers '' -LRB- 1939 -RRB- , also influenced by Picasso , oddly but fetchingly klutzy .	influenced by	Hananiah Harari 's Divers	Picasso	1	1			
  8094	Mr. Hoge noted that at least one negotiating session between The News and each of the striking unions had been scheduled before next Friday under the auspices of the Federal mediators , and that follow-up talks were also being sought .	be negotiating session between The News and QUANT_O_1 of	QUANT_S_1	the striking unions	1	1			
  8095	At the Kobe West City Hospital , Tomiko Harada and her husband squatted in the first floor waiting room , renting futons and blankets from the hospital .	be renting futons from	waiting room	the hospital	1	1			
  8096	In '' Kensington Gardens , '' Rodrigo Fresán juxtaposes the Victorian age -- which invented the sentimental notion of childhood and allowed J. M. Barrie to create '' Peter Pan '' -- and the flower children who , in the 1960 's , suddenly got the hang of never growing up .	allowed J. M. Barrie to create	the Victorian age	Peter Pan	1	1			
  8097	Mr. Jackson is cutting short a trip to the Middle East to return home for Mr. Washington 's funeral .	is	Washington	male	1	1			
  8098	Two of Argentina 's biggest banks , with one-fifth of the market , are Spanish-owned .	has	Argentina	biggest banks	1	1			
  8099	Any suggestion that any form of doping has ever been encouraged or tolerated on this team is patently false . ''	is	QUANT_S_1 suggestion tolerated	false	1	1			
  8100	On 14 April , Graziani ordered his entire army to advance towards the Ethiopian defensive lines in a three-pronged attack .	ordered his entire army to	Graziani	advance	1	1			
  8101	Even when polls have shown people 's desire that their governments `` do something , '' Western governments -- operating through the United Nations and NATO -- have gone no further than to impose sanctions on the Serbian Government in Belgrade , send relief convoys , threaten to take Serbian and Croatian leaders before a war-crimes tribunal , and warn of air strikes .	have gone	Even when polls have shown people 's desire that their governments do something Western governments	QUANT_O_1 further than threaten to take Croatian leaders before a war-crimes tribunal	1	1			
  8102	Here in New York on Saturday , General Musharraf held a meeting with an invited audience to show himself off as a sensitive man .	held a meeting with	General Musharraf	an invited audience	1	1			
  8103	The lodge also hosts fellowship events , conclaves , training events , and an annual family banquet , and supports the council activities at Council-run events .	hosts	The lodge	fellowship events	1	1			
  8104	For the last nine days , however , what the manager of Delux Taxi of Long Island Inc. , Neil Bower , calls '' the double whammy '' of the rail strike and the weather has ripped this smooth weave of rural ambiance and urban convenience .	has ripped this smooth weave of	For the last QUANT_S_1 days however what the manager of Delux Taxi of Long Island Inc. calls the double whammy of the rail strike	urban convenience	1	1			
  8105	James R. Thompson , the former Republican Governor of Illinois , described Mr. Daley as '' a good thing for the President , because Bill Daley is a smart , savvy guy and he 's the kind of guy who belongs in the President 's Cabinet . ''	is	Daley	male	1	1			
  8106	When Republican sermonizers in Houston kept reminding their audience that the Democrats had met in Madison Square Garden , which happens to be in New York City , they may have thought they were only connecting the opposition with crime , homelessness and dirt ; add now intimations of hanky-panky among those whom Dan Quayle likes to call the elite , known for their liberal inclinations and contributions to the other party .	likes those to call	Dan Quayle	the elite known for their liberal inclinations to the other party	1	1			
  8107	MONTREAL -LRB- NL -RRB- - Agreed to terms with Pascual Perez , pitcher , on a one-year contract and with Kevin Gross , pitcher , on a two-year contract .	is	Kevin Gross	pitcher	1	1			
  8108	When you have n't won in 16 months , it means you 've let some opportunities slip away , '' said Els , who won the Buick Classic in 1996 and ' 97 . ''	slip	QUANT_S_1 opportunities	away	1	1			
  8109	One of them clambered down a rocky cliff toward the moat and stared at Juan , Officer O'Donnell said .	clambered down a rocky cliff toward	QUANT_S_1 of them	the moat	1	1			
  8110	In return for shelling out the $ 368.5 billion , Philip Morris , RJR Nabisco Holdings Corp. and other tobacco companies would obtain protection from future class-action lawsuits that have threatened the industry 's well-being .	would obtain	Philip Morris	protection from future class-action lawsuits	1	1			
  8111	B1 Police Rule Under Scrutiny The fact that investigators have not yet interviewed the police officer accused of shooting an unarmed Brooklyn man to death last week has again focused public scrutiny on the little-understood piece of police procedure known as the 48-hour rule , which gives officers two business days before they must answer questions .	have interviewed yet	investigators	the police officer accused of shooting an unarmed Brooklyn man to death last week	1	1			
  8112	Born in 1881 to poor Irish Catholic parents , Foster began working full time at the age of 10 .	began	Foster	working full time at the age of QUANT_O_1	1	1			
  8113	And while his reputation outside his home borough might be a bit quirky , especially after last year , when he lashed into Gov. George E. Pataki for trying to line up the State Republican Party behind George W. Bush over Mr. McCain , he is uniquely qualified to deliver a large percentage of the 74,306 Republicans who were enrolled in Staten Island in April -- out of 517,597 citywide -- to Mr. Bloomberg on Sept. 11 .	be a quirky especially after	his reputation outside his home borough	last year	1	1			
  8114	The two Republicans were hired because `` their international business experience and knowledge of governments around the world as well as their great understanding of the energy business will greatly enhance Enron 's goal of becoming the world 's first natural gas major , '' said Mr. Lay , who was active in Mr. Bush 's campaign last year .	was active	Mr. Lay	last year	1	1			
  8115	Playing before a crowd of 39,294 , Army jumped to a 7-0 lead on its second possession , covering 66 yards in a 14-play drive that culminated in a 1-yard leap into the end zone by the junior fullback Joe Hewitt .	jumped to	Army	a 7-0 lead	1	1			
  8116	For all the apparent changes , the Venice Biennale remains an institution largely guided by assumptions about wealth and power and national identity that prevailed when the event was first held , at the end of the last century .	remains an institution largely guided by assumptions about national identity at the end of the last century For	the Venice Biennale	QUANT_O_1 the apparent changes	1	1			
  8117	So far , convenience and product efficacy have been the litmus tests for life style drugs .	have been	convenience efficacy	the litmus tests	1	1			
  8118	In the past , people went deaf because they got hit in the ear , or because of disease , or , with the coming of the industrial era , from working in factories .	went deaf In	people	the past	1	1			
  8119	It was an unconscionable waste of everyone 's time .	has	everyone	time	1	1			
  8120	Mr. Read noted that some of the suits against Albertson 's were financed in part by the union . ''	were financed in part by	QUANT_S_1 of the suits against Albertson 's	the union	1	1			
  8121	In Najaf , a police official , Lt. Galib al-Jazaery , said Saturday that the force had detained 11 armed men , 3 of whom were carrying Saudi national identity cards .	is	Lt. Galib al-Jazaery	a police official	1	1			
  8122	Also awaiting the Court 's review , but not yet granted , is a constitutional challenge to a school voucher program in Wisconsin , upheld by that state 's Supreme Court , that permits the use of vouchers for parochial school tuition -LRB- Jackson v. Benson , No. 98-376 -RRB- .	has	the Court	review	1	1			
  8123	The contingency plan in place , and approved by the various state and Federal offices , was not nearly adequate to deal with the problem , '' Mr. Skinner acknowledged in testimony before the House Merchant Marine and Fisheries Committee . ''	is	Skinner	male	1	1			
  8124	The late-night fire forced tenants to scramble for an alternative place to set up shop , just as companies and firms in Lower Manhattan are racing to find space , particularly space that is already built so they can move in furniture , hook up telephones and get back to work . ''	be set	an alternative place	shop	1	1			
  8125	And that assertion only seems wildly implausible if you take it as axiomatic that Mr. Bush and those around him would n't do such a thing .	seems only	that assertion	wildly implausible	1	1			
  8126	This may seem out of step with his agnostic convictions , but he believed that the Bible 's significant moral teachings and superb use of language were relevant to English life .	were	superb use of language	relevant	1	1			
  8127	After his service in the United States Army (1968-1971), Middleton became the owner and operator of Cedar Hill Farm near Waldorf, Maryland.	became	Middleton	the owner and operator of Cedar Hill Farm near Waldorf Maryland	1	1			
  8128	The voices of the global poor are too often drowned out by the cozy relationships among American legislators , unions and agricultural lobbyists .	are drowned out by the cozy relationships among	The voices of the global poor	American legislators	1	1			
  8129	A second factor is resource dependence ; there must be a perceptible threat of resource depletion , and it must be difficult to find substitutes .	 must be 	resource depletion 	 a perceptible threat	1	1			
  8130	Fred Kohler -LRB- April 20 , 1888 - October 28 , 1938 -RRB- was an American actor known for his `` heavy '' style of character .	was an American actor	Fred Kohler	known for his heavy style of character	1	1			
  8131	Three years ago , management at the Harron Communications Corporation , a cable television company in Frazer , Pa. , drafted a personnel handbook replete with '' thou shalt nots '' governing numerous facets of employee behavior . ''	governing QUANT_O_1 facets of	thou	employee behavior	1	1			
  8132	The restaurant 's air-conditioning system had quit the day before .	has	The restaurant	air-conditioning system	1	1			
  8133	The policy keeps safety as the paramount concern and would maintain the current stance of fighting fires aggressively when necessary to protect lives and property .	maintain	The policy	the current stance of fighting fires aggressively when necessary to protect property	1	1			
  8134	Historically , the division has been a rural seat and fairly safe for the National Party , which held it for all but six years from 1922 to 2004 .	has been	the division	a rural seat	Historically	1	1		
  8135	The White House has made no secret of the fact that Mr. Clinton 's lawyers have helped find lawyers for people like Betty Currie , the President 's personal secretary , who is represented by Lawrence Wechsler , who is a friend of Mr. Clinton 's lawyer , Robert S. Bennett .	is	Robert S. Bennett	Lawrence Wechsler	1	1			
  8136	Both matters had already been addressed before the summer program started , said Mr. Kalish , who supported both initiatives , although the latter , he felt , was more difficult 	is	Kalish	male	1	1			
  8137	A purple , red and black pieced-silk extravaganza by Carl Klenicke , a tailor in Corning , N.Y. , is the busiest , combining birds , beasts , rockets and abstract motifs .	is a tailor in	Carl Klenicke	Corning	1	1			
  8138	John Lamar Odom , pastor of the First Presbyterian Church in Oceanside , L.I. , were married yesterday .	is pastor of the First Presbyterian Church in	John Lamar Odom	Oceanside	1	1			
  8139	Mr. Zoffinger , who was appointed by Mr. McGreevey in March 2002 , has made it clear throughout his tenure that his goal was to remake the sports authority into a profitable entity , pushing for commercial development in the form of a $ 1.3 billion development called Xanadu -- a five-million-square-foot retail , entertainment , hotel and office complex featuring a chocolate waterfall , artificial ski slope and paintball range -- and taking a tough negotiating line against the resident sports teams .	was to remake the sports authority into	his goal	a profitable entity	1	1			
  8140	Sikorsky and Boeing say that factors outside their control , like budget cuts , `` requirement creep , '' and a long development period caused problems with the Comanche and not team dysfunctionality .	says that	Boeing	factors outside their control caused problems with the Comanche	1	1			
  8141	Until the last few years , European and South American chocolatiers were the only ones producing chocolate with the best cacao beans and few additives -- and it could be difficult to find in American markets .	were	South American chocolatiers	the only ones	1	1			
  8142	In the study , researchers at the University of Connecticut in Storrs , Conn. , surveyed 975 managerial and professional workers in more than 100 companies .	surveyed QUANT_R_1 managerial workers In	researchers at the University of Connecticut in Storrs	the study	1	1			
  8143	One time , the guy who owned the hotel took her over to an amateur-hour radio show .	took her over to an amateur-hour radio show	the guy	QUANT_O_1 time	1	1			
  8144	This film has no rating .	has	This film	QUANT_O_1 rating	1	1			
  8145	The organization is supported by the utility and coal industries as well as by some environmental groups , according to Dr. Robert Brocksen , a specialist in aquatic ecology who is executive director of Living Lakes .	is supported by	The organization	the utility industries	1	1			
  8146	But the Assembly Speaker , Sheldon Silver , a Democrat , wound up accepting a Republican proposal for a three-member panel of state and county officials that could issue unpleasant reports about Mr. Gulotta 's budgets , but do little more .	do	the Assembly Speaker	little more	1	1			
  8147	Her intellect , good humor , caring , and innerstrength helped her overcome her physical disabilities and she served as a beacon and positive role-model for those people whose lives she touched at numerous social agencies including 	is	the Child Development Center in Pomona	St. Dominic 's Home	1	1			
  8148	LEAD 	has	Joyce Trisler	Journey	1	1			
  8149	Hitting a deer is always an unpleasant , and sometimes traumatic , experience for the driver that results in severe injury - death is more likely - to a beautiful animal .	is to	experience for the driver	a beautiful animal	1	1			
  8150	A grocery store strike between Ralphs ' parent company , Kroger Co. , and 3,300 union employees in Wms T$ Virginia , Ohio and Kentucky ities between the two situations offer reason to hope : Both strikes involve Kroger stores and United Food and Commercial Workers employees , both disputes center on health care plans , both began in early October , and both have been mediated by federal officials .	be parent company of	Kroger Co.	Ralphs	1	1			
  8151	The magazine 's revenues were $ 6.2 million in 1988 , and this year that number is projected to increase by 47 percent , Mr. Villar said .	is projected to increase by	number	QUANT_O_1	1	1			
  8152	The market went up sixtyfold .	went	The market	up sixtyfold	1	1			
  8153	Dress Barn , a chain that sells moderately priced clothing and caters to middle-age career women , is expected to announce today that it will buy Maurices , an apparel chain that focuses on younger men and women , for $ 320 million , according to executives close to the negotiations .	is	Dress Barn	a chain	1	1			
  8154	Tierney Finn, an actress, and Mark Fitzmartin, a television commercial producer for Fernbach Productions in New York, both graduates of New York University's Tisch School of the Arts, were married yesterday in Holy Trinity Chapel at N.Y.U.	were married	Mark Fitzmartin	yesterday	1	1			
  8155	Any further reduction , it says , would force N.T.T. to either charge its retail customers higher rates -- which would be all but impossible , politically -- or absorb the pain itself , since the law prohibits it from simply eliminating unprofitable service . ''	is	impossible	politically the pain itself	1	1			
  8156	The market leader was Volkswagen , with 15.2 percent , followed by Fiat and Peugeot .	be followed by	Volkswagen with QUANT_S_1	Peugeot	1	1			
  8157	As part of a program called Laundry Time , three families in the Atlanta area are taking part in an eight-week trial to find out how washers and dryers can be integrated into a home 's wireless network .	be integrated into	washers	a home 's wireless network	1	1			
  8158	Today it 's Simpson 's trial .	has	Simpson	trial	1	1			
  8159	Season to taste with salt and pepper .	be taste with	Season	salt	1	1			
  8160	My job was to try and make the enterprise successful , and in my view the best security a family can have is that the business they work for is strong . ''	have	a family	the best security	1	1			
  8161	Aides to the Prince had told me that I was only the second reporter allowed aboard since its creation for the Queen 's Silver Jubilee in 1977 .	allowed aboard since	that I was only the second reporter	its creation for the Queen 's Silver Jubilee in 1977	1	1			
  8162	Cliff Freeman , chairman and chief executive at the agency , said the humor provided a way to deliver a tough message , that `` people have had a lot of unsatisfactory experiences with this industry , '' suffering `` year after year of being ripped off and pandered to . ''	be deliver	a way	a tough message	1	1			
  8163	MOVIE CLOCK 10 What 's showing at the local movie houses , today through Thursday .	's showing at	MOVIE CLOCK QUANT_S_1	the local movie houses	1	1			
  8164	In the process there have been huge severance payments to departing executives , including Michael P. Schulhof , who was chairman of Sony of America , and Peter Guber , who was chairman of Sony Pictures ; both were dismissed within the last two years .	is	Michael P. Schulhof	executives	1	1			
  8165	On the other side of the issue , Royce J. Holland , the chief executive of Allegiance Telecom Inc. , a smaller competitor to the largest phone carriers , said that '' the regional Bell money has been responsible for every piece of this legislation . ''	is the chief executive of	Royce J. Holland	Allegiance Telecom Inc.	1	1			
  8166	Anthony E. Scott , the chief of technology for information services at General Motors , also takes issue with Mr. Carr 's article . ''	is	Anthony E. Scott	the chief of technology for information services at General Motors	1	1			
  8167	The number of passengers on Lufthansa 's domestic routes declined 5.5 percent in the first half , even as overall passenger numbers rose 3 percent .	rose	overall passenger numbers	3 percent	1	1			
  8168	Lawson was the sole black member of the Homebrew Computer Club, a group of early computer hobbyists which would produce a number of industry legends, including Apple founders Steve Jobs and Steve Wozniak.	would produce	a group of early computer hobbyists	a number of industry legends including Apple founders Steve Jobs	1	1			
  8169	The constitutional amendments , however , also counted on the support of the leadership of of major political parties , including the ruling National Advancement Party , known as PAN .	be known as	the ruling National Advancement Party	PAN	1	1			
  8170	And, since, as any reputable language teacher knows, bilingualism in the school merely reinforces what the child hears at home - and slows his learning of English - the whole idea is pointless.	is	the whole idea	pointless	1	1			
  8171	Ms. Brilliant , Mr. Brooks , Ms. Carroll , Mr. Gervais and Ms. Hirschfield found themselves trapped in pools of light .	is	Mr. Brooks	Ms. Brilliant	1	1			
  8172	And not one of those employees is in a union , for a very simple reason 	is in a union for	not QUANT_S_1 of those employees	a very simple reason	1	1			
  8173	In 1992 my son qualified for the University of California at Berkeley , but it was more economical to attend the most expensive private college in the nation -LRB- with financial aid -RRB- than Berkeley , where tuition was thousands per semester and he did n't qualify for aid .	was	tuition	thousands Berkeley	1	1			
  8174	But his return to the lineup is still more than two months away .	is more than	his return to the lineup	QUANT_O_1 months	1	1			
  8175	On Wednesday , FBI Director Louis Freeh told the Senate Judiciary Subcommittee on Technology , Terrorism and Government Information that the keys and export restrictions are needed by law enforcement to combat criminals in the information age .	are needed	export restrictions	to combat criminals	1	1			
  8176	In the first effort in Congress to estimate the fiscal cost of an Iraqi war , Democrats on the House Budget Committee released a report on Monday putting the likely price tag at between $ 30 billion and $ 60 billion , less than that of the Gulf War in 1991 .	released	Democrats on the House Budget Committee	a report on Monday putting the likely price tag at between $ 30 billion and $ 60 billion less than that of the Gulf War in 1991	1	1			
  8177	But an additional firming in short rates could well take place , participants said .	take	an additional firming in short rates	place	1	1			
  8178	A1 Barney Frank asked the ethics panel in the House to investigate his relationship with a male prostitute .	is	Barney Frank	A1	1	1			
  8179	The critics , who include many of the program 's early supporters , say the health workers are not telling poor women about alternative methods of contraception or that tubal ligation is nearly always irreversible .	are telling poor women about alternative methods of	the health workers	contraception	1	1			
  8180	How amazed those critics would be if they knew that in 2002 , the 1950 's picture would cause a viewer to think , '' That must have been a lovely time , when the flag was a happy emblem . ''	was	the flag	a happy emblem a lovely time	1	1			
  8181	The depositions by the two former officials -- Milton Mollen , Deputy Mayor for Public Safety at the time of the disturbances , and Herbert Block , then Mr. Dinkins 's liaison to the Jewish community -- are consistent with their previous comments and the Mayor 's position , but the depositions mark the first time members of the Dinkins administration have given their accounts under oath .	have given their accounts under	the first time members of the Dinkins administration	oath	1	1			
  8182	At first , Senator Edward M. Kennedy , the Massachusetts Democrat , called Mr. Bush 's speech today `` a statement of reconciliation , a statement bringing the country together on the issues of race . ''	is	a statement of reconciliation	a statement bringing the country together on the issues of race	1	1			
  8183	As longtime AT&T employees , both my parents paved the way for my career .	paved the way for	both my parents	my career	1	1			
  8184	Funeral Sunday , December 29 , 9:30 AM at Frank E. Campbell , 81 St and Madison Ave. The family will be receiving Saturday , December 28 , 6-8PM at Frank E. Campbell .	AM	9:30	Funeral Sunday	1	1			
  8185	To their credit , the legislative leaders who put the deal together in private added some worthwhile safeguards against overspending in case revenues fall , and then also put in $ 25 million of such bald-faced pork that legislators who were excluded from the negotiations were standing around the State House Annex on Monday grinning and asking each other , `` Can you believe this ? ''	put in $ QUANT_R_1 of such bald-faced pork on	the legislative leaders	Monday	1	1			
  8186	Mr. Abssi reappeared on Jordan 's radar in January when police had a three-hour battle with two suspected terrorists in the northern Jordanian city of Irbid , killing one of the men .	reappeared on	Mr. Abssi	Jordan 's radar	1	1			
  8187	A19 Regional B1-8 Housing proposals for the homeless offered by the Bush Administration will do little to ease conditions for New York City 's swelling homeless population , say officials and advocates .	be ease conditions for	A19 Regional B1-8 Housing proposals for the homeless offered by the Bush Administration	New York City 's swelling homeless population	1	1			
  8188	These galls are most likely to appear on the leaves , but they can sometimes be found on buds , especially flower buds , and a few swellings may even occur on twigs .	is	flower buds	buds	1	1			
  8189	These are known as Porter 's three generic strategies and can be applied to any size or form of business .	are	Porter 's three strategies	generic	1	1			
  8190	Lexus introduced its first sport utility , the LX 450 , in 1996 to keep its car buyers from moving into Range Rovers , Jeep Grand Cherokees and Suburbans .	be keep its car buyers from moving into	Lexus	Suburbans	1	1			
  8191	They are among a growing number of exurban and suburban Americans who keep the birds not for commercial reasons but as pets , family egg producers , show animals or some combination .	is	pets	family egg producers	1	1			
  8192	Mr. Lee , 36 , has long , thinning hair and a conversational style that is both effusive and perpetually wary , a combination that often loops back on itself to recalibrate his positions .	is	a conversational style	a combination	1	1			
  8193	He was 83 years old and lived in the Tacoma suburb of Brig. Gen. Ensley M. Llewellyn , a founder of the World War II military newspaper Stars and Stripes and a member of Gen. Dwight D. Eisenhower 's staff in the war , died Wednesday of heart disease in a doctor 's office in Tacoma , Wash. , where he was having a checkup .	has	Gen. Dwight D. Eisenhower	staff	1	1			
  8194	Boeing is one of the nation 's largest military contractors , with involvement in such projects as cruise missiles , bomber avionics and Awacs .	is	cruise missiles	project	1	1			
  8195	Mr. Laurel announced his candidacy for president in the February 1986 election against Mr. Marcos .	is	Marcos	male	1	1			
  8196	Simmer gently for an hour to an hour and a half , adding salt and pepper after a half hour 's cooking .	be adding pepper after	a QUANT_S_1	a QUANT_O_1 hour 's cooking	1	1			
  8197	Eight horses have won the Kentucky Derby and Preakness since Affirmed won all three races in 1978 .	won	Affirmed	QUANT_O_1 races	1	1			
  8198	-LRB- 1985 -RRB- have a kind of kaleidescopic quality , mixing moments of brooding drama with bizarre , often ribald , satire . ''	be mixing	have a kind of kaleidescopic quality	moments of brooding drama with bizarre	1	1			
  8199	Fearing Mr. Ecevit was too weak to lead the party into early elections , members of his left-leaning party began to abandon ship .	was too	Fearing Mr. Ecevit	weak to lead the party into early elections	1	1			
  8200	In November 1998 , the company suffered a public relations embarrassment when its sales flyer featured a prominent photograph of two grinning boys playing the board game `` Scrabble '' with the word `` RAPE '' spelled out in the center of the board , buried amongst nonsense words .	was buried amongst	the word `` RAPE ''	nonsense words	in the center of the `` Scrabble '' board	1	1		
  8201	During an unusually candid question-and-answer session on Wednesday , Mr. Lampert , who is often criticized for sharing little information with stockholders , discussed a range of topics , talking at great length and , in many cases , not about Sears .	is criticized for sharing little information with	Mr. Lampert	stockholders	1	1			
  8202	Their plan was to construct a two-man glider in a secret workshop in one of the castle 's attics .	was to construct a two-man glider in	Their plan	a secret workshop	1	1			
  8203	Her name , by the way , is Madonna .	is	Her name by the way	Madonna	1	1			
  8204	You hear about how coaches touch their players ' lives .	touch	coaches	their players ' lives	1	1			
  8205	Today's bet is that the promise of sending British or German or American troops to defend Warsaw or Prague against an unnamed enemy will not only make that unnecessary but will also help to entrench democracy and a free market system in Eastern Europe.	will help	the promise of sending American troops to defend Warsaw or Prague against an unnamed enemy	to entrench a free market system	1	1			
  8206	The Ripple Effect Still , many economists and businessmen argue that basic metals prices - now climbing at an annual rate of 10 percent , according to Data Resources - are a cause for concern .	are a cause for	basic metals prices now climbing at an annual rate of QUANT_S_1 according to Data Resources	concern	1	1			
  8207	Belle bolted for Baltimore , and Ventura veered to New York .	veered to	Ventura	New York	1	1			
  8208	`` This was a good game , but it 's just one step in the preseason , one step in the right direction .	is QUANT_O_1 step in	it 's just QUANT_S_1 step in the preseason	the right direction	1	1			
  8209	Attack Last Dec. 20 '' I have a lot of faith in the justice system and the jurors , '' said Harold Kern , an employee for a utility and the father of 18-year-old Scott Kern , one of the two defendants charged with second-degree murder .	said	Harold Kern	the jurors	1	1			
  8210	An important new book , '' Taking Religious Pluralism Seriously , '' edited by Barbara A. McGraw and Jo Renee Formicola , lays out the history of tolerance in the United States while urgently reminding us what is at stake when we speak , as we so often do , of '' church and state '' or '' moral values '' or '' the culture wars . ''	lays out the history of tolerance in the United States	An important new book Taking Religious Pluralism Seriously edited by Jo Renee Formicola	moral values the culture wars	1	1			
  8211	Daughter of the actor Ismael Sanchez Abellan and actress and writer Ana Maria Bueno -LRB- better known as Ana Rosetti -RRB- , Gabriel was born in San Fernando , Cadiz , but spent her childhood in Madrid .	is	Daughter of the actor Ismael Sanchez Abellan	Gabriel	1	1			
  8212	That these people will stay in teaching only a minimum of two years is not much below the average for all elementary and secondary school teachers , half of whom leave the profession after only five years .	leave the profession	QUANT_S_1 of whom	QUANT_O_1 below the average for QUANT_O_2 elementary school teachers	1	1			
  8213	But by its own calculation , Lloyd 's revenues from premiums dipped 13.5 percent from $ 13.3 billion in 1990 to an estimated $ 11.5 billion this year .	dipped QUANT_R_1 in	Lloyd 's revenues from premiums	1990	1	1			
  8214	The journalists , one British and one Italian , were filming a documentary on reports that Qaeda members may be hiding in Bangladesh .	be hiding in	Qaeda members	Bangladesh	1	1			
  8215	Nearly 90 percent of the 26 million registered Filipinos voted for candidates for the 24-member Senate and 200-member House of Representatives , who will make up a new Parliament .	make up	candidates for 200-member House of Representatives	a new Parliament	1	1			
  8216	Century 21 , the discount department store at 22 Cortlandt Street -LRB- Church Street -RRB- , is selling Wall Streeters this season 's outerwear by Ferre , Ungaro and Dior , at prices under $ 400 .	is selling	Century QUANT_S_1	Wall Streeters	1	1			
  8217	One of Mr. Anderson 's closest friends and most powerful political allies is a Binghamton General board member , Robert Best .	is	QUANT_S_1 of most powerful political allies is a Binghamton General board member	Robert Best	1	1			
  8218	Interviews are mostly conducted in Mandarin , the national language , or in a local dialect .	are conducted mostly in	Interviews	Mandarin	1	1			
  8219	4 Diplomatic Embargo Failing The Western diplomatic quarantine of Yugoslavia has broken down , with every major European country once again represented in Belgrade by senior diplomats .	has broken down with QUANT_R_1 major European country	QUANT_S_1 Diplomatic Embargo Failing The Western diplomatic quarantine of Yugoslavia	once again	1	1			
  8220	Immediately after the speech , General Noriega was asked by an Italian journalist whether he liked Mr. Solis 's proposal . ''	has	Mr. Solis	proposal	1	1			
  8221	Valentine added Floyd to the N.L. squad when Rick Reed , the Mets pitcher , developed a sore neck and could not pitch Sunday night against the Yankees .	added Floyd pitch Sunday night against	Valentine	the Yankees	1	1			
  8222	Those who wish to trust Mr. Abraham are , of course , free to do so , but I place my professional reputation fully behind my previously stated positions with respect to the unprofessional character of his work and his demonstrated lack of qualification to teach and write history .	are	Mr. Abraham	free to do so write	1	1			
  8223	Mr. Becker and Mr. Fagen prize the craftsmanship that rock and free jazz challenged ; they savor forms and limitations in order to stretch them .	challenged	free jazz	the craftsmanship	1	1			
  8224	Those very same men who dismissed her as `` barmy '' are now seen in TV studios up and down the land regaling us with tales of her specialness .	are seen regaling	Those very same men	us	1	1			
  8225	In its most recent survey, the Congress for New Urbanism, a nonprofit organization based in Chicago, reported 648 neighborhood-scale New Urbanist communities in the United States, an increase of 176 over a 12-month period.	be reported in	648 neighborhood-scale New Urbanist communities	its most recent survey	1	1			
  8226	And liberal Travis County , with Austin as its heart , would be split among three Republican districts .	be split among	liberal Travis County with Austin as its heart	QUANT_O_1 Republican districts	1	1			
  8227	Father Termine is tough , with a sandpaper side to his tongue .	is tough with	Father Termine	a sandpaper side to his tongue	1	1			
  8228	The poll points up some inconsistencies between what people say and what they do .	are between	some inconsistencies	what people say and what they do	1	1			
